log_nc10_nro400_str5_lr0.0001_rho0.5_dsetMNIST_10c_iid0_ed0_seed7.txt
INFO flwr 2024-03-12 14:16:45,513 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=400, round_timeout=None)
INFO flwr 2024-03-12 14:16:45,617 | app.py:176 | Flower ECE: gRPC server running (400 rounds), SSL is disabled
INFO flwr 2024-03-12 14:16:45,617 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-12 14:16:45,617 | server.py:276 | Requesting initial parameters from one random client
server booted up. starting clients...
INFO flwr 2024-03-12 14:18:02,891 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:18:02,901 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-12 14:18:02,901 | server.py:91 | Evaluating initial parameters
DEBUG flwr 2024-03-12 14:18:02,892 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,892 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,895 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,912 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,913 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,913 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,916 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,926 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,928 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,928 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,931 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,940 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,941 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,941 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,944 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,962 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,963 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,964 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,967 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,975 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,977 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,977 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,980 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:02,991 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:02,992 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:02,992 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:02,995 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:03,007 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:03,008 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:03,008 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:03,011 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:03,023 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:03,024 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:03,024 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:03,028 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:03,036 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:18:03,038 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:18:03,038 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:18:03,041 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:18:04,334 | server.py:94 | initial parameters (loss, other metrics): 2.3055564569838367, {'accuracy': 0.094}
INFO flwr 2024-03-12 14:18:04,335 | server.py:104 | FL starting
DEBUG flwr 2024-03-12 14:18:04,335 | server.py:222 | fit_round 1: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:18:30,280 | server.py:236 | fit_round 1 received 14 results and 0 failures
INFO flwr 2024-03-12 14:18:32,054 | server.py:125 | fit progress: (1, 2.29463380209077, {'accuracy': 0.1503}, 27.718945135362446)
INFO flwr 2024-03-12 14:18:32,054 | server.py:171 | evaluate_round 1: no clients selected, cancel
DEBUG flwr 2024-03-12 14:18:32,054 | server.py:222 | fit_round 2: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:18:57,806 | server.py:236 | fit_round 2 received 14 results and 0 failures
INFO flwr 2024-03-12 14:18:59,893 | server.py:125 | fit progress: (2, 2.3041016609424116, {'accuracy': 0.1458}, 55.55853568203747)
INFO flwr 2024-03-12 14:18:59,893 | server.py:171 | evaluate_round 2: no clients selected, cancel
DEBUG flwr 2024-03-12 14:18:59,893 | server.py:222 | fit_round 3: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:19:25,162 | server.py:236 | fit_round 3 received 14 results and 0 failures
INFO flwr 2024-03-12 14:19:27,306 | server.py:125 | fit progress: (3, 2.3248231589636243, {'accuracy': 0.1447}, 82.9716846384108)
INFO flwr 2024-03-12 14:19:27,306 | server.py:171 | evaluate_round 3: no clients selected, cancel
DEBUG flwr 2024-03-12 14:19:27,307 | server.py:222 | fit_round 4: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:19:52,959 | server.py:236 | fit_round 4 received 14 results and 0 failures
INFO flwr 2024-03-12 14:19:55,089 | server.py:125 | fit progress: (4, 2.322500707490402, {'accuracy': 0.1769}, 110.754100067541)
INFO flwr 2024-03-12 14:19:55,089 | server.py:171 | evaluate_round 4: no clients selected, cancel
DEBUG flwr 2024-03-12 14:19:55,089 | server.py:222 | fit_round 5: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:20:20,976 | server.py:236 | fit_round 5 received 14 results and 0 failures
INFO flwr 2024-03-12 14:20:23,075 | server.py:125 | fit progress: (5, 2.290292179908138, {'accuracy': 0.2479}, 138.74082010891289)
INFO flwr 2024-03-12 14:20:23,076 | server.py:171 | evaluate_round 5: no clients selected, cancel
DEBUG flwr 2024-03-12 14:20:23,076 | server.py:222 | fit_round 6: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:20:49,207 | server.py:236 | fit_round 6 received 14 results and 0 failures
INFO flwr 2024-03-12 14:20:51,347 | server.py:125 | fit progress: (6, 2.2382680178775716, {'accuracy': 0.3265}, 167.0124598313123)
INFO flwr 2024-03-12 14:20:51,347 | server.py:171 | evaluate_round 6: no clients selected, cancel
DEBUG flwr 2024-03-12 14:20:51,347 | server.py:222 | fit_round 7: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:21:16,983 | server.py:236 | fit_round 7 received 14 results and 0 failures
INFO flwr 2024-03-12 14:21:19,124 | server.py:125 | fit progress: (7, 2.1755443174795293, {'accuracy': 0.3904}, 194.78954257816076)
INFO flwr 2024-03-12 14:21:19,124 | server.py:171 | evaluate_round 7: no clients selected, cancel
DEBUG flwr 2024-03-12 14:21:19,124 | server.py:222 | fit_round 8: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:21:44,878 | server.py:236 | fit_round 8 received 14 results and 0 failures
INFO flwr 2024-03-12 14:21:47,019 | server.py:125 | fit progress: (8, 2.1085651314320097, {'accuracy': 0.4238}, 222.68387745507061)
INFO flwr 2024-03-12 14:21:47,019 | server.py:171 | evaluate_round 8: no clients selected, cancel
DEBUG flwr 2024-03-12 14:21:47,019 | server.py:222 | fit_round 9: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:22:12,820 | server.py:236 | fit_round 9 received 14 results and 0 failures
INFO flwr 2024-03-12 14:22:14,937 | server.py:125 | fit progress: (9, 2.0415510997978745, {'accuracy': 0.447}, 250.6020048595965)
INFO flwr 2024-03-12 14:22:14,937 | server.py:171 | evaluate_round 9: no clients selected, cancel
DEBUG flwr 2024-03-12 14:22:14,937 | server.py:222 | fit_round 10: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:22:40,778 | server.py:236 | fit_round 10 received 14 results and 0 failures
INFO flwr 2024-03-12 14:22:42,918 | server.py:125 | fit progress: (10, 1.9773848485016354, {'accuracy': 0.4644}, 278.5832036631182)
INFO flwr 2024-03-12 14:22:42,918 | server.py:171 | evaluate_round 10: no clients selected, cancel
DEBUG flwr 2024-03-12 14:22:42,918 | server.py:222 | fit_round 11: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:23:08,661 | server.py:236 | fit_round 11 received 14 results and 0 failures
INFO flwr 2024-03-12 14:23:10,795 | server.py:125 | fit progress: (11, 1.9175094886278001, {'accuracy': 0.4803}, 306.4600067762658)
INFO flwr 2024-03-12 14:23:10,795 | server.py:171 | evaluate_round 11: no clients selected, cancel
DEBUG flwr 2024-03-12 14:23:10,795 | server.py:222 | fit_round 12: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:23:36,705 | server.py:236 | fit_round 12 received 14 results and 0 failures
INFO flwr 2024-03-12 14:23:38,838 | server.py:125 | fit progress: (12, 1.8624290493117315, {'accuracy': 0.4947}, 334.5028925081715)
INFO flwr 2024-03-12 14:23:38,838 | server.py:171 | evaluate_round 12: no clients selected, cancel
DEBUG flwr 2024-03-12 14:23:38,838 | server.py:222 | fit_round 13: strategy sampled 14 clients (out of 14)
DEBUG flwr 2024-03-12 14:24:04,406 | server.py:236 | fit_round 13 received 14 results and 0 failures
INFO flwr 2024-03-12 14:24:06,512 | server.py:125 | fit progress: (13, 1.8122080877346565, {'accuracy': 0.5125}, 362.17698176484555)
INFO flwr 2024-03-12 14:24:06,512 | server.py:171 | evaluate_round 13: no clients selected, cancel
DEBUG flwr 2024-03-12 14:24:06,512 | server.py:222 | fit_round 14: strategy sampled 14 clients (out of 14)
