log_nc10_nro400_str5_lr0.0001_rho0.5_dsetMNIST_10c_iid0_ed0_seed1.txt
INFO flwr 2024-03-12 14:16:46,161 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=400, round_timeout=None)
server booted up. starting clients...
INFO flwr 2024-03-12 14:16:46,195 | app.py:176 | Flower ECE: gRPC server running (400 rounds), SSL is disabled
INFO flwr 2024-03-12 14:16:46,195 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-12 14:16:46,195 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-12 14:17:02,829 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,842 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-12 14:17:02,842 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-12 14:17:02,829 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,829 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,830 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,832 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.IDLE
INFO flwr 2024-03-12 14:17:02,832 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,833 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,834 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,835 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,835 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,837 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,837 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,837 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,838 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:02,886 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,888 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,889 | connection.py:42 | ChannelConnectivity.CONNECTING
INFO flwr 2024-03-12 14:17:02,889 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,889 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,891 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,891 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,891 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,891 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,892 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,892 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:02,892 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,894 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,894 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,895 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,898 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:02,915 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,917 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,917 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,921 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:05,864 | server.py:94 | initial parameters (loss, other metrics): 2.3069913387129724, {'accuracy': 0.0892}
INFO flwr 2024-03-12 14:17:05,865 | server.py:104 | FL starting
DEBUG flwr 2024-03-12 14:17:05,865 | server.py:222 | fit_round 1: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:17:45,908 | server.py:236 | fit_round 1 received 10 results and 0 failures
INFO flwr 2024-03-12 14:17:49,062 | server.py:125 | fit progress: (1, 2.2818965083222893, {'accuracy': 0.0893}, 43.19732326734811)
INFO flwr 2024-03-12 14:17:49,063 | server.py:171 | evaluate_round 1: no clients selected, cancel
DEBUG flwr 2024-03-12 14:17:49,063 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:18:28,057 | server.py:236 | fit_round 2 received 10 results and 0 failures
INFO flwr 2024-03-12 14:18:31,432 | server.py:125 | fit progress: (2, 2.2442722641128308, {'accuracy': 0.1284}, 85.5672707632184)
INFO flwr 2024-03-12 14:18:31,432 | server.py:171 | evaluate_round 2: no clients selected, cancel
DEBUG flwr 2024-03-12 14:18:31,433 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:19:10,554 | server.py:236 | fit_round 3 received 10 results and 0 failures
INFO flwr 2024-03-12 14:19:13,932 | server.py:125 | fit progress: (3, 2.1952955780721264, {'accuracy': 0.1346}, 128.06675935722888)
INFO flwr 2024-03-12 14:19:13,932 | server.py:171 | evaluate_round 3: no clients selected, cancel
DEBUG flwr 2024-03-12 14:19:13,933 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:19:53,357 | server.py:236 | fit_round 4 received 10 results and 0 failures
INFO flwr 2024-03-12 14:19:56,736 | server.py:125 | fit progress: (4, 2.1330515157101306, {'accuracy': 0.2773}, 170.8711029915139)
INFO flwr 2024-03-12 14:19:56,736 | server.py:171 | evaluate_round 4: no clients selected, cancel
DEBUG flwr 2024-03-12 14:19:56,736 | server.py:222 | fit_round 5: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:20:35,350 | server.py:236 | fit_round 5 received 10 results and 0 failures
INFO flwr 2024-03-12 14:20:38,739 | server.py:125 | fit progress: (5, 2.0631255071101897, {'accuracy': 0.5176}, 212.8739308025688)
INFO flwr 2024-03-12 14:20:38,739 | server.py:171 | evaluate_round 5: no clients selected, cancel
DEBUG flwr 2024-03-12 14:20:38,739 | server.py:222 | fit_round 6: strategy sampled 10 clients (out of 10)
DEBUG flwr 2024-03-12 14:21:17,747 | server.py:236 | fit_round 6 received 10 results and 0 failures
