log_nc10_nro400_str5_lr0.0001_rho0.5_dsetMNIST_10c_iid0_ed0_seed2.txt
INFO flwr 2024-03-12 14:16:46,146 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=400, round_timeout=None)
INFO flwr 2024-03-12 14:16:46,199 | app.py:176 | Flower ECE: gRPC server running (400 rounds), SSL is disabled
INFO flwr 2024-03-12 14:16:46,199 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-12 14:16:46,199 | server.py:276 | Requesting initial parameters from one random client
server booted up. starting clients...
INFO flwr 2024-03-12 14:17:02,917 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,931 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-12 14:17:02,932 | server.py:91 | Evaluating initial parameters
DEBUG flwr 2024-03-12 14:17:02,919 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,919 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,923 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:02,923 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,924 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:02,924 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:02,925 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,925 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,926 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,927 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,928 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:02,928 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:02,928 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,930 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:02,931 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:03,010 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:03,012 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,012 | connection.py:42 | ChannelConnectivity.CONNECTING
INFO flwr 2024-03-12 14:17:03,013 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:03,015 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:03,015 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,015 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:03,019 | connection.py:42 | ChannelConnectivity.READY
INFO flwr 2024-03-12 14:17:03,035 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:03,035 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:03,035 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
INFO flwr 2024-03-12 14:17:03,035 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2024-03-12 14:17:03,036 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.IDLE
DEBUG flwr 2024-03-12 14:17:03,037 | connection.py:42 | ChannelConnectivity.CONNECTING
DEBUG flwr 2024-03-12 14:17:03,040 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:03,040 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:03,040 | connection.py:42 | ChannelConnectivity.READY
DEBUG flwr 2024-03-12 14:17:03,041 | connection.py:42 | ChannelConnectivity.READY
